order_id,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_rate,state,city_population,latitude,longitude,city_match,gross_amount,order_total,discount_amount,days_since_purchase,order_month,order_weekday,is_weekend
ORD-10025,2025-01-06,C0118,Laptop Stand,34.99,2,,Seattle,0.0,Washington,652405,47.6062095,-122.33207079999998,exact,69.98,69.98,0.0,176,2025-01,Monday,False
ORD-10026,2025-01-06,C0089,USB-C Hub,39.99,3,WELCOME5,Portland,0.05,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,119.97,113.97,6.0,176,2025-01,Monday,False
ORD-10027,2025-01-07,C0127,USB-C Hub,39.99,3,SAVE15,Denver,0.15,Colorado,649495,39.7392358,-104.990251,exact,119.97,101.97,18.0,175,2025-01,Tuesday,False
ORD-10028,2025-01-07,C0056,Noise-Cancelling Headphones,199.99,1,WELCOME5,Los Angeles,0.05,California,3884307,34.0522342,-118.24368490000002,exact,199.99,189.99,10.0,175,2025-01,Tuesday,False
ORD-10029,2025-01-07,C0092,Mechanical Keyboard,89.99,1,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,89.99,89.99,0.0,175,2025-01,Tuesday,False
ORD-10030,2025-01-08,C0012,Wireless Mouse,24.99,1,SAVE15,Denver,0.15,Colorado,649495,39.7392358,-104.990251,exact,24.99,21.24,3.75,174,2025-01,Wednesday,False
ORD-10032,2025-01-09,C0071,Mechanical Keyboard,89.99,1,FREESHIP,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,89.99,89.99,0.0,173,2025-01,Thursday,False
ORD-10033,2025-01-09,C0017,Wireless Mouse,24.99,1,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,24.99,24.99,0.0,173,2025-01,Thursday,False
ORD-10034,2025-01-10,C0147,Mechanical Keyboard,89.99,2,SAVE10,Philadelphia,0.1,Pennsylvania,1553165,39.9525839,-75.1652215,exact,179.98,161.98,18.0,172,2025-01,Friday,False
ORD-10035,2025-01-10,C0135,1080p Webcam,59.99,4,WELCOME5,New York,0.05,New York,8405837,40.7127837,-74.00594129999999,exact,239.96,227.96,12.0,172,2025-01,Friday,False
ORD-10037,2025-01-11,C0028,1080p Webcam,59.99,1,SAVE15,Dallas,0.15,Texas,1257676,32.7766642,-96.7969879,exact,59.99,50.99,9.0,171,2025-01,Saturday,True
ORD-10038,2025-01-11,C0117,Wireless Mouse,24.99,2,,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,49.98,49.98,0.0,171,2025-01,Saturday,True
ORD-10039,2025-01-12,C0051,LED Desk Lamp,29.99,5,SAVE10,Boston,0.1,Massachusetts,645966,42.3600825,-71.0588801,exact,149.95,134.95,15.0,170,2025-01,Sunday,True
ORD-10040,2025-01-12,C0023,Mechanical Keyboard,89.99,1,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,89.99,89.99,0.0,170,2025-01,Sunday,True
ORD-10041,2025-01-13,C0068,1080p Webcam,59.99,2,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,119.98,119.98,0.0,169,2025-01,Monday,False
ORD-10042,2025-01-13,C0086,LED Desk Lamp,29.99,2,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,59.98,59.98,0.0,169,2025-01,Monday,False
ORD-10043,2025-01-13,C0141,1080p Webcam,59.99,1,WELCOME5,Dallas,0.05,Texas,1257676,32.7766642,-96.7969879,exact,59.99,56.99,3.0,169,2025-01,Monday,False
ORD-10044,2025-01-14,C0066,Laptop Stand,34.99,1,SAVE10,New York,0.1,New York,8405837,40.7127837,-74.00594129999999,exact,34.99,31.49,3.5,168,2025-01,Tuesday,False
ORD-10045,2025-01-14,C0066,USB-C Hub,39.99,2,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,79.98,79.98,0.0,168,2025-01,Tuesday,False
ORD-10046,2025-01-14,C0015,Wireless Mouse,24.99,5,,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,124.95,124.95,0.0,168,2025-01,Tuesday,False
ORD-10047,2025-01-14,C0010,Laptop Stand,34.99,1,SAVE15,Dallas,0.15,Texas,1257676,32.7766642,-96.7969879,exact,34.99,29.74,5.25,168,2025-01,Tuesday,False
ORD-10048,2025-01-15,C0028,Noise-Cancelling Headphones,199.99,3,WELCOME5,Dallas,0.05,Texas,1257676,32.7766642,-96.7969879,exact,599.97,569.97,30.0,167,2025-01,Wednesday,False
ORD-10049,2025-01-15,C0120,Mechanical Keyboard,89.99,1,SAVE10,Dallas,0.1,Texas,1257676,32.7766642,-96.7969879,exact,89.99,80.99,9.0,167,2025-01,Wednesday,False
ORD-10050,2025-01-15,C0060,27in Monitor,249.99,2,,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,499.98,499.98,0.0,167,2025-01,Wednesday,False
ORD-10051,2025-01-15,C0137,Mechanical Keyboard,89.99,2,SAVE20,Los Angeles,0.2,California,3884307,34.0522342,-118.24368490000002,exact,179.98,143.98,36.0,167,2025-01,Wednesday,False
ORD-10052,2025-01-15,C0015,Mechanical Keyboard,89.99,2,,Miami,0.0,Florida,417650,25.7616798,-80.1917902,exact,179.98,179.98,0.0,167,2025-01,Wednesday,False
ORD-10053,2025-01-15,C0091,Noise-Cancelling Headphones,199.99,1,SAVE20,New York,0.2,New York,8405837,40.7127837,-74.00594129999999,exact,199.99,159.99,40.0,167,2025-01,Wednesday,False
ORD-10054,2025-01-16,C0040,Noise-Cancelling Headphones,199.99,1,,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,199.99,199.99,0.0,166,2025-01,Thursday,False
ORD-10055,2025-01-17,C0130,27in Monitor,249.99,2,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,499.98,499.98,0.0,165,2025-01,Friday,False
ORD-10056,2025-01-17,C0127,LED Desk Lamp,29.99,1,,Boston,0.0,Massachusetts,645966,42.3600825,-71.0588801,exact,29.99,29.99,0.0,165,2025-01,Friday,False
ORD-10058,2025-01-18,C0010,USB-C Hub,39.99,2,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,79.98,79.98,0.0,164,2025-01,Saturday,True
ORD-10059,2025-01-18,C0051,Noise-Cancelling Headphones,199.99,1,,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,199.99,199.99,0.0,164,2025-01,Saturday,True
ORD-10060,2025-01-19,C0077,Wireless Mouse,24.99,2,,Miami,0.0,Florida,417650,25.7616798,-80.1917902,exact,49.98,49.98,0.0,163,2025-01,Sunday,True
ORD-10061,2025-01-20,C0089,Wireless Mouse,24.99,4,,Philadelphia,0.0,Pennsylvania,1553165,39.9525839,-75.1652215,exact,99.96,99.96,0.0,162,2025-01,Monday,False
ORD-10062,2025-01-20,C0062,Laptop Stand,34.99,1,SAVE10,New York,0.1,New York,8405837,40.7127837,-74.00594129999999,exact,34.99,31.49,3.5,162,2025-01,Monday,False
ORD-10063,2025-01-21,C0111,USB-C Hub,39.99,3,SAVE10,Chicago,0.1,Illinois,2718782,41.8781136,-87.62979820000001,exact,119.97,107.97,12.0,161,2025-01,Tuesday,False
ORD-10064,2025-01-21,UNKNOWN,Wireless Mouse,24.99,1,SAVE10,New York,0.1,New York,8405837,40.7127837,-74.00594129999999,exact,24.99,22.49,2.5,161,2025-01,Tuesday,False
ORD-10065,2025-01-22,C0003,1080p Webcam,59.99,1,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,59.99,59.99,0.0,160,2025-01,Wednesday,False
ORD-10066,2025-01-23,C0020,Wireless Mouse,24.99,2,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,49.98,49.98,0.0,159,2025-01,Thursday,False
ORD-10067,2025-01-23,C0112,Wireless Mouse,24.99,1,SAVE10,Los Angeles,0.1,California,3884307,34.0522342,-118.24368490000002,exact,24.99,22.49,2.5,159,2025-01,Thursday,False
ORD-10068,2025-01-23,C0049,Noise-Cancelling Headphones,199.99,1,SAVE10,Chicago,0.1,Illinois,2718782,41.8781136,-87.62979820000001,exact,199.99,179.99,20.0,159,2025-01,Thursday,False
ORD-10069,2025-01-23,UNKNOWN,Mechanical Keyboard,89.99,1,SAVE20,Los Angeles,0.2,California,3884307,34.0522342,-118.24368490000002,exact,89.99,71.99,18.0,159,2025-01,Thursday,False
ORD-10070,2025-01-24,C0055,USB-C Hub,39.99,1,SAVE10,Austin,0.1,Texas,885400,30.267153000000004,-97.7430608,exact,39.99,35.99,4.0,158,2025-01,Friday,False
ORD-10071,2025-01-24,C0146,Noise-Cancelling Headphones,199.99,1,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,199.99,199.99,0.0,158,2025-01,Friday,False
ORD-10072,2025-01-24,C0142,LED Desk Lamp,29.99,2,WELCOME5,Houston,0.05,Texas,2195914,29.7604267,-95.3698028,exact,59.98,56.98,3.0,158,2025-01,Friday,False
ORD-10073,2025-01-25,C0004,LED Desk Lamp,29.99,2,,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,59.98,59.98,0.0,157,2025-01,Saturday,True
ORD-10074,2025-01-25,C0032,27in Monitor,249.99,1,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,249.99,249.99,0.0,157,2025-01,Saturday,True
ORD-10075,2025-01-26,UNKNOWN,USB-C Hub,39.99,2,SAVE20,Los Angeles,0.2,California,3884307,34.0522342,-118.24368490000002,exact,79.98,63.98,16.0,156,2025-01,Sunday,True
ORD-10076,2025-01-26,C0006,USB-C Hub,39.99,2,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,79.98,79.98,0.0,156,2025-01,Sunday,True
ORD-10077,2025-01-26,C0044,LED Desk Lamp,29.99,1,SAVE15,New York,0.15,New York,8405837,40.7127837,-74.00594129999999,exact,29.99,25.49,4.5,156,2025-01,Sunday,True
ORD-10078,2025-01-26,C0052,LED Desk Lamp,29.99,1,,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,29.99,29.99,0.0,156,2025-01,Sunday,True
ORD-10079,2025-01-26,C0121,Laptop Stand,34.99,1,,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,34.99,34.99,0.0,156,2025-01,Sunday,True
ORD-10080,2025-01-27,C0076,Laptop Stand,34.99,3,WELCOME5,Austin,0.05,Texas,885400,30.267153000000004,-97.7430608,exact,104.97,99.72,5.25,155,2025-01,Monday,False
ORD-10081,2025-01-27,C0131,Wireless Mouse,24.99,2,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,49.98,49.98,0.0,155,2025-01,Monday,False
ORD-10083,2025-01-27,C0081,Wireless Mouse,24.99,1,SAVE10,Seattle,0.1,Washington,652405,47.6062095,-122.33207079999998,exact,24.99,22.49,2.5,155,2025-01,Monday,False
ORD-10084,2025-01-27,C0126,USB-C Hub,39.99,3,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,119.97,119.97,0.0,155,2025-01,Monday,False
ORD-10086,2025-01-29,C0093,Wireless Mouse,24.99,3,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,74.97,74.97,0.0,153,2025-01,Wednesday,False
ORD-10087,2025-01-29,C0114,27in Monitor,249.99,3,,Seattle,0.0,Washington,652405,47.6062095,-122.33207079999998,exact,749.97,749.97,0.0,153,2025-01,Wednesday,False
ORD-10088,2025-01-29,C0038,1080p Webcam,59.99,1,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,59.99,59.99,0.0,153,2025-01,Wednesday,False
ORD-10089,2025-01-30,C0141,USB-C Hub,39.99,2,SAVE15,Chicago,0.15,Illinois,2718782,41.8781136,-87.62979820000001,exact,79.98,67.98,12.0,152,2025-01,Thursday,False
ORD-10090,2025-01-30,C0070,1080p Webcam,59.99,1,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,59.99,59.99,0.0,152,2025-01,Thursday,False
ORD-10091,2025-01-30,C0128,USB-C Hub,39.99,3,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,119.97,119.97,0.0,152,2025-01,Thursday,False
ORD-10092,2025-01-30,C0068,Laptop Stand,34.99,2,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,69.98,69.98,0.0,152,2025-01,Thursday,False
ORD-10093,2025-01-31,C0039,1080p Webcam,59.99,4,SAVE10,Portland,0.1,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,239.96,215.96,24.0,151,2025-01,Friday,False
ORD-10094,2025-01-31,C0079,27in Monitor,249.99,3,SAVE10,Philadelphia,0.1,Pennsylvania,1553165,39.9525839,-75.1652215,exact,749.97,674.97,75.0,151,2025-01,Friday,False
ORD-10095,2025-01-31,C0148,USB-C Hub,39.99,1,SAVE15,Atlanta,0.15,Georgia,447841,33.7489954,-84.3879824,exact,39.99,33.99,6.0,151,2025-01,Friday,False
ORD-10096,2025-01-31,C0131,USB-C Hub,39.99,4,WELCOME5,Los Angeles,0.05,California,3884307,34.0522342,-118.24368490000002,exact,159.96,151.96,8.0,151,2025-01,Friday,False
ORD-10097,2025-01-31,C0073,27in Monitor,249.99,1,SAVE15,Seattle,0.15,Washington,652405,47.6062095,-122.33207079999998,exact,249.99,212.49,37.5,151,2025-01,Friday,False
ORD-10098,2025-02-01,C0104,Wireless Mouse,24.99,1,WELCOME5,Los Angeles,0.05,California,3884307,34.0522342,-118.24368490000002,exact,24.99,23.74,1.25,150,2025-02,Saturday,True
ORD-10099,2025-02-01,C0075,Noise-Cancelling Headphones,199.99,1,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,199.99,199.99,0.0,150,2025-02,Saturday,True
ORD-10100,2025-02-01,C0121,Mechanical Keyboard,89.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,89.99,89.99,0.0,150,2025-02,Saturday,True
ORD-10101,2025-02-01,C0020,USB-C Hub,39.99,1,SAVE20,Denver,0.2,Colorado,649495,39.7392358,-104.990251,exact,39.99,31.99,8.0,150,2025-02,Saturday,True
ORD-10102,2025-02-01,C0077,Wireless Mouse,24.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,24.99,24.99,0.0,150,2025-02,Saturday,True
ORD-10103,2025-02-01,C0003,Wireless Mouse,24.99,2,,San Diego,0.0,California,1355896,32.715738,-117.1610838,exact,49.98,49.98,0.0,150,2025-02,Saturday,True
ORD-10104,2025-02-02,C0047,USB-C Hub,39.99,1,SAVE15,Los Angeles,0.15,California,3884307,34.0522342,-118.24368490000002,exact,39.99,33.99,6.0,149,2025-02,Sunday,True
ORD-10105,2025-02-02,C0145,1080p Webcam,59.99,3,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,179.97,179.97,0.0,149,2025-02,Sunday,True
ORD-10106,2025-02-02,C0121,Wireless Mouse,24.99,1,WELCOME5,Houston,0.05,Texas,2195914,29.7604267,-95.3698028,exact,24.99,23.74,1.25,149,2025-02,Sunday,True
ORD-10107,2025-02-02,C0079,LED Desk Lamp,29.99,5,SAVE10,Austin,0.1,Texas,885400,30.267153000000004,-97.7430608,exact,149.95,134.95,15.0,149,2025-02,Sunday,True
ORD-10108,2025-02-03,C0136,27in Monitor,249.99,2,WELCOME5,Austin,0.05,Texas,885400,30.267153000000004,-97.7430608,exact,499.98,474.98,25.0,148,2025-02,Monday,False
ORD-10109,2025-02-03,C0075,Noise-Cancelling Headphones,199.99,4,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,799.96,799.96,0.0,148,2025-02,Monday,False
ORD-10110,2025-02-03,C0079,27in Monitor,249.99,3,SAVE10,Boston,0.1,Massachusetts,645966,42.3600825,-71.0588801,exact,749.97,674.97,75.0,148,2025-02,Monday,False
ORD-10111,2025-02-04,C0110,Mechanical Keyboard,89.99,1,,Boston,0.0,Massachusetts,645966,42.3600825,-71.0588801,exact,89.99,89.99,0.0,147,2025-02,Tuesday,False
ORD-10112,2025-02-05,C0126,Laptop Stand,34.99,1,,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,34.99,34.99,0.0,146,2025-02,Wednesday,False
ORD-10113,2025-02-05,C0071,1080p Webcam,59.99,1,,Phoenix,0.0,Arizona,1513367,33.4483771,-112.0740373,exact,59.99,59.99,0.0,146,2025-02,Wednesday,False
ORD-10114,2025-02-05,C0105,1080p Webcam,59.99,2,,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,119.98,119.98,0.0,146,2025-02,Wednesday,False
ORD-10116,2025-02-06,C0132,27in Monitor,249.99,3,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,749.97,749.97,0.0,145,2025-02,Thursday,False
ORD-10117,2025-02-06,UNKNOWN,Laptop Stand,34.99,1,FREESHIP,Denver,0.0,Colorado,649495,39.7392358,-104.990251,exact,34.99,34.99,0.0,145,2025-02,Thursday,False
ORD-10118,2025-02-06,C0150,Wireless Mouse,24.99,3,,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,74.97,74.97,0.0,145,2025-02,Thursday,False
ORD-10119,2025-02-06,C0115,USB-C Hub,39.99,1,,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,39.99,39.99,0.0,145,2025-02,Thursday,False
ORD-10120,2025-02-07,C0118,1080p Webcam,59.99,3,SAVE15,New York,0.15,New York,8405837,40.7127837,-74.00594129999999,exact,179.97,152.97,27.0,144,2025-02,Friday,False
ORD-10121,2025-02-08,C0043,LED Desk Lamp,29.99,1,,Miami,0.0,Florida,417650,25.7616798,-80.1917902,exact,29.99,29.99,0.0,143,2025-02,Saturday,True
ORD-10122,2025-02-08,C0003,Laptop Stand,34.99,2,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,69.98,69.98,0.0,143,2025-02,Saturday,True
ORD-10123,2025-02-09,C0066,Noise-Cancelling Headphones,199.99,1,FREESHIP,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,199.99,199.99,0.0,142,2025-02,Sunday,True
ORD-10124,2025-02-10,C0073,Laptop Stand,34.99,2,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,69.98,69.98,0.0,141,2025-02,Monday,False
ORD-10125,2025-02-10,C0109,LED Desk Lamp,29.99,1,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,29.99,29.99,0.0,141,2025-02,Monday,False
ORD-10126,2025-02-10,C0061,Wireless Mouse,24.99,1,FREESHIP,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,24.99,24.99,0.0,141,2025-02,Monday,False
ORD-10127,2025-02-10,C0036,LED Desk Lamp,29.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,29.99,29.99,0.0,141,2025-02,Monday,False
ORD-10128,2025-02-10,C0106,Mechanical Keyboard,89.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,89.99,89.99,0.0,141,2025-02,Monday,False
ORD-10129,2025-02-10,C0074,Wireless Mouse,24.99,2,WELCOME5,Los Angeles,0.05,California,3884307,34.0522342,-118.24368490000002,exact,49.98,47.48,2.5,141,2025-02,Monday,False
ORD-10130,2025-02-10,C0101,LED Desk Lamp,29.99,1,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,29.99,29.99,0.0,141,2025-02,Monday,False
ORD-10131,2025-02-11,C0039,USB-C Hub,39.99,1,,Seattle,0.0,Washington,652405,47.6062095,-122.33207079999998,exact,39.99,39.99,0.0,140,2025-02,Tuesday,False
ORD-10132,2025-02-11,C0103,Wireless Mouse,24.99,4,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,99.96,99.96,0.0,140,2025-02,Tuesday,False
ORD-10133,2025-02-11,C0033,1080p Webcam,59.99,2,,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,119.98,119.98,0.0,140,2025-02,Tuesday,False
ORD-10134,2025-02-11,C0131,USB-C Hub,39.99,2,SAVE10,Philadelphia,0.1,Pennsylvania,1553165,39.9525839,-75.1652215,exact,79.98,71.98,8.0,140,2025-02,Tuesday,False
ORD-10135,2025-02-12,C0072,Laptop Stand,34.99,1,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,34.99,34.99,0.0,139,2025-02,Wednesday,False
ORD-10136,2025-02-12,C0056,1080p Webcam,59.99,1,SAVE15,Chicago,0.15,Illinois,2718782,41.8781136,-87.62979820000001,exact,59.99,50.99,9.0,139,2025-02,Wednesday,False
ORD-10137,2025-02-12,C0124,27in Monitor,249.99,1,SAVE20,New York,0.2,New York,8405837,40.7127837,-74.00594129999999,exact,249.99,199.99,50.0,139,2025-02,Wednesday,False
ORD-10138,2025-02-13,C0107,1080p Webcam,59.99,2,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,119.98,119.98,0.0,138,2025-02,Thursday,False
ORD-10139,2025-02-14,C0036,1080p Webcam,59.99,3,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,179.97,179.97,0.0,137,2025-02,Friday,False
ORD-10140,2025-02-14,C0095,27in Monitor,249.99,1,,Phoenix,0.0,Arizona,1513367,33.4483771,-112.0740373,exact,249.99,249.99,0.0,137,2025-02,Friday,False
ORD-10141,2025-02-15,C0049,Wireless Mouse,24.99,1,SAVE15,Los Angeles,0.15,California,3884307,34.0522342,-118.24368490000002,exact,24.99,21.24,3.75,136,2025-02,Saturday,True
ORD-10142,2025-02-16,C0048,Laptop Stand,34.99,1,,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,34.99,34.99,0.0,135,2025-02,Sunday,True
ORD-10143,2025-02-16,C0071,27in Monitor,249.99,4,WELCOME5,Philadelphia,0.05,Pennsylvania,1553165,39.9525839,-75.1652215,exact,999.96,949.96,50.0,135,2025-02,Sunday,True
ORD-10144,2025-02-16,C0049,Mechanical Keyboard,89.99,2,,Denver,0.0,Colorado,649495,39.7392358,-104.990251,exact,179.98,179.98,0.0,135,2025-02,Sunday,True
ORD-10145,2025-02-16,C0061,LED Desk Lamp,29.99,1,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,29.99,29.99,0.0,135,2025-02,Sunday,True
ORD-10146,2025-02-16,C0028,Mechanical Keyboard,89.99,1,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,89.99,89.99,0.0,135,2025-02,Sunday,True
ORD-10147,2025-02-16,C0077,USB-C Hub,39.99,2,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,79.98,79.98,0.0,135,2025-02,Sunday,True
ORD-10148,2025-02-16,C0025,Laptop Stand,34.99,1,,Boston,0.0,Massachusetts,645966,42.3600825,-71.0588801,exact,34.99,34.99,0.0,135,2025-02,Sunday,True
